,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
0,847689784820778482737,2024,Holloway/Sundqvist/Bolduc,STL,line,5on5,13,3354.0,105.0,0.67,0.47,0.48,25.19,2.74,1.77,5.78,0.73,12.59,9.39,2.65,2.84,2.74,26.0,7.0,16.0,49.0,2.0,3.0,0.0,4.0,0.0,7.0,17.0,24.0,31.0,5.0,10.0,11.0,23.0,7.0,16.0,23.0,4.0,6.0,0.78,0.48,1.48,0.0,1.0,1.0,50.51,33.0,33.78,7.0,0.37,0.82,0.82,2.29,2.37,2.35,26.12,1.36,1.47,6.56,0.77,15.12,10.73,1.32,1.39,1.34,22.0,14.0,19.0,55.0,2.0,0.0,0.0,4.0,0.0,14.0,16.0,20.0,34.0,0.0,0.0,31.0,26.0,5.0,13.0,31.0,5.0,0.0,0.77,0.59,0.0,1.0,1.0,0.0,54.67,36.0,35.85,4.0,0.3,0.0,0.0,1.66,1.69,1.63
1,847572284808028484145,2024,Benson/McLeod/Zucker,BUF,line,5on5,8,960.0,86.0,0.4,0.45,0.5,7.69,0.56,0.53,1.71,0.28,4.25,3.68,0.55,0.54,0.54,8.0,3.0,3.0,14.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,8.0,11.0,0.0,0.0,9.0,7.0,3.0,3.0,9.0,1.0,1.0,0.24,0.11,0.21,0.0,0.0,0.0,13.32,11.0,10.84,1.0,0.11,0.0,0.0,0.67,0.65,0.64,8.25,0.85,0.47,2.04,0.24,4.33,3.07,0.85,0.88,0.88,10.0,1.0,6.0,17.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,9.0,0.0,0.0,4.0,6.0,2.0,4.0,10.0,0.0,1.0,0.39,0.0,0.46,1.0,0.0,1.0,16.38,11.0,10.48,2.0,0.1,0.0,0.0,0.95,0.98,0.98
2,84808078480839,2024,Dahlin/Samuelsson,BUF,pairing,5on5,28,2446.0,221.0,0.65,0.63,0.66,31.36,2.78,2.01,7.85,1.05,16.88,12.43,2.67,2.81,2.71,26.0,17.0,14.0,57.0,2.0,3.0,0.0,4.0,0.0,15.0,19.0,24.0,41.0,4.0,8.0,8.0,18.0,3.0,10.0,30.0,10.0,3.0,0.79,1.12,0.86,2.0,0.0,0.0,57.06,43.0,42.81,6.0,0.42,0.82,0.82,2.37,2.4,2.37,16.28,1.51,0.98,3.63,0.47,8.73,6.66,1.5,1.53,1.52,12.0,10.0,12.0,34.0,3.0,1.0,0.0,1.0,0.0,9.0,8.0,9.0,19.0,8.0,16.0,14.0,13.0,2.0,9.0,16.0,5.0,1.0,0.46,0.64,0.41,2.0,1.0,0.0,33.82,22.0,22.03,6.0,0.2,0.41,0.41,1.31,1.33,1.33
3,84815468482142,2024,York/Drysdale,PHI,pairing,5on5,23,1407.0,192.0,0.41,0.55,0.47,9.33,0.84,0.67,2.43,0.39,5.48,4.18,0.81,0.86,0.82,8.0,6.0,12.0,26.0,0.0,1.0,0.0,2.0,0.0,5.0,6.0,8.0,14.0,1.0,2.0,7.0,10.0,0.0,4.0,11.0,2.0,1.0,0.3,0.17,0.38,0.0,0.0,0.0,25.95,14.0,13.94,2.0,0.14,0.38,0.38,0.61,0.6,0.6,11.28,1.19,0.79,2.56,0.4,6.17,4.88,1.19,1.21,1.2,10.0,6.0,5.0,21.0,3.0,1.0,0.0,0.0,0.0,4.0,8.0,7.0,13.0,1.0,2.0,4.0,8.0,3.0,8.0,11.0,4.0,1.0,0.4,0.44,0.36,1.0,2.0,0.0,21.67,16.0,16.31,3.0,0.16,0.36,0.36,1.0,1.0,1.0
4,84793258479369,2024,McAvoy/Peeke,BOS,pairing,5on5,30,1302.0,260.0,0.52,0.35,0.39,8.43,0.61,0.49,2.07,0.24,4.06,3.53,0.58,0.59,0.56,9.0,2.0,1.0,12.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,9.0,11.0,2.0,4.0,2.0,7.0,3.0,3.0,9.0,1.0,1.0,0.18,0.09,0.34,0.0,0.0,0.0,11.79,11.0,10.92,1.0,0.1,0.34,0.34,0.37,0.37,0.36,12.05,0.57,0.59,2.99,0.39,6.61,5.86,0.57,0.59,0.59,11.0,6.0,5.0,22.0,2.0,0.0,0.0,2.0,0.0,4.0,9.0,9.0,15.0,1.0,2.0,0.0,8.0,1.0,6.0,15.0,2.0,0.0,0.31,0.26,0.0,1.0,1.0,0.0,22.47,17.0,17.59,2.0,0.12,0.0,0.0,0.69,0.72,0.72
5,847644884781098481604,2024,Olofsson/Karlsson/Dorofeyev,VGK,line,5on5,7,700.0,93.0,0.16,0.39,0.27,4.26,0.16,0.2,1.22,0.15,2.48,1.79,0.16,0.18,0.18,4.0,2.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0,4.0,2.0,4.0,6.0,0.0,0.0,0.16,0.0,0.0,1.0,0.0,0.0,12.5,6.0,6.47,3.0,0.04,0.0,0.0,0.2,0.22,0.22,11.6,0.85,0.72,2.32,0.34,6.68,5.09,0.85,0.85,0.85,10.0,6.0,3.0,19.0,1.0,0.0,0.0,3.0,0.0,2.0,10.0,9.0,15.0,0.0,0.0,4.0,2.0,1.0,1.0,12.0,4.0,0.0,0.28,0.57,0.0,0.0,1.0,0.0,18.7,16.0,15.6,1.0,0.15,0.0,0.0,1.0,1.0,1.0
6,847515184757548478115,2024,Engvall/Nelson/Palmieri,NYI,line,5on5,15,1517.0,155.0,0.2,0.27,0.27,9.7,0.68,0.56,2.78,0.34,5.01,3.63,0.67,0.64,0.63,11.0,2.0,4.0,17.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,11.0,13.0,2.0,4.0,8.0,5.0,3.0,5.0,11.0,1.0,1.0,0.26,0.14,0.28,0.0,0.0,0.0,16.21,13.0,12.34,2.0,0.12,0.33,0.33,0.47,0.45,0.44,26.44,2.65,1.76,6.7,0.87,14.28,9.75,2.57,2.68,2.61,26.0,10.0,10.0,46.0,2.0,5.0,1.0,3.0,0.0,16.0,10.0,24.0,34.0,2.0,4.0,8.0,14.0,7.0,3.0,24.0,10.0,2.0,0.52,1.5,0.62,1.0,0.0,1.0,48.91,36.0,37.27,1.0,0.37,1.14,1.14,1.87,1.91,1.9
7,84751798477220,2024,Kulikov/Schmidt,FLA,pairing,5on5,43,3355.0,312.0,0.41,0.46,0.38,12.63,0.8,0.76,3.11,0.42,7.28,5.63,0.8,0.84,0.84,11.0,7.0,15.0,33.0,2.0,0.0,0.0,7.0,0.0,5.0,4.0,9.0,16.0,2.0,4.0,14.0,19.0,9.0,16.0,16.0,1.0,1.0,0.48,0.1,0.22,2.0,0.0,0.0,34.76,18.0,18.71,8.0,0.16,0.0,0.0,0.96,1.0,1.0,20.01,1.17,1.11,5.25,0.66,11.94,8.87,1.16,1.19,1.19,16.0,13.0,10.0,39.0,1.0,1.0,0.0,5.0,0.0,9.0,13.0,15.0,28.0,2.0,4.0,11.0,27.0,5.0,17.0,26.0,2.0,1.0,0.58,0.23,0.35,1.0,0.0,0.0,39.72,29.0,29.34,8.0,0.22,0.12,0.12,1.27,1.3,1.29
8,84752798482762,2024,Chiarot/Edvinsson,DET,pairing,5on5,41,2453.0,282.0,0.59,0.46,0.48,23.17,2.86,1.54,5.97,0.83,11.13,8.68,2.72,2.72,2.58,20.0,11.0,8.0,39.0,3.0,7.0,1.0,5.0,0.0,2.0,14.0,17.0,28.0,1.0,2.0,4.0,9.0,4.0,10.0,19.0,7.0,5.0,0.43,0.78,1.65,1.0,1.0,1.0,37.87,31.0,30.23,6.0,0.32,1.75,1.75,1.44,1.42,1.41,25.09,1.96,1.49,5.96,0.81,13.35,10.45,1.9,1.96,1.9,23.0,11.0,11.0,45.0,1.0,2.0,0.0,3.0,0.0,13.0,15.0,22.0,33.0,0.0,0.0,2.0,20.0,5.0,14.0,28.0,4.0,2.0,0.77,0.56,0.63,1.0,0.0,0.0,44.89,34.0,33.96,9.0,0.31,0.48,0.48,1.78,1.78,1.74
9,847688084782338478440,2024,Mangiapane/Strome/Wilson,WSH,line,5on5,8,1973.0,81.0,0.41,0.44,0.43,11.29,1.11,0.78,2.89,0.38,6.29,4.55,1.06,1.07,1.02,12.0,4.0,6.0,22.0,0.0,1.0,0.0,2.0,0.0,8.0,5.0,12.0,16.0,1.0,2.0,23.0,13.0,2.0,5.0,11.0,4.0,1.0,0.34,0.44,0.34,0.0,0.0,0.0,21.47,16.0,15.58,0.0,0.16,0.34,0.34,0.94,0.91,0.88,16.23,1.59,0.89,4.49,0.54,7.47,6.01,1.51,1.59,1.51,11.0,10.0,7.0,28.0,1.0,3.0,1.0,1.0,0.0,7.0,9.0,10.0,20.0,2.0,4.0,20.0,11.0,2.0,4.0,15.0,4.0,2.0,0.41,0.68,0.5,0.0,0.0,1.0,27.45,21.0,20.79,1.0,0.19,0.65,0.65,1.14,1.14,1.13
10,84752188480803,2024,Ekholm/Bouchard,EDM,pairing,5on5,51,48894.0,55.0,0.6,0.61,0.6,508.09,44.73,32.73,126.66,16.68,271.09,200.12,43.05,44.76,43.09,474.0,218.0,282.0,974.0,40.0,54.0,6.0,112.0,0.0,230.0,256.0,434.0,652.0,32.0,72.0,420.0,148.0,82.0,219.0,521.0,124.0,47.0,15.91,15.33,13.49,16.0,18.0,6.0,974.21,692.0,694.91,86.0,6.8,11.44,11.59,39.94,40.09,39.32,343.16,29.52,21.31,86.71,11.49,182.18,134.78,28.69,29.45,28.62,306.0,160.0,162.0,628.0,28.0,30.0,3.0,62.0,0.0,134.0,212.0,278.0,438.0,54.0,114.0,418.0,248.0,70.0,215.0,346.0,91.0,29.0,10.14,11.26,8.13,13.0,10.0,5.0,624.55,466.0,464.47,94.0,4.44,6.79,6.79,27.18,27.13,26.65
11,847750384779398480995,2024,Domi/Holmberg/Nylander,TOR,line,5on5,2,1397.0,4.0,0.69,0.61,0.59,14.0,1.2,0.84,3.3,0.47,7.42,5.77,1.19,1.19,1.18,12.0,7.0,8.0,27.0,1.0,1.0,0.0,3.0,0.0,3.0,11.0,11.0,18.0,1.0,2.0,8.0,6.0,2.0,7.0,15.0,2.0,2.0,0.4,0.31,0.49,0.0,1.0,0.0,25.89,19.0,18.51,5.0,0.17,0.28,0.28,1.1,1.06,1.06,8.6,0.54,0.54,2.32,0.35,5.54,3.71,0.53,0.58,0.56,6.0,7.0,4.0,17.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,5.0,12.0,2.0,4.0,11.0,8.0,1.0,2.0,11.0,2.0,0.0,0.29,0.25,0.0,0.0,1.0,0.0,18.23,13.0,13.8,1.0,0.11,0.14,0.14,0.51,0.53,0.53
12,847793584801858482713,2024,Luostarinen/Bennett/Samoskevich,FLA,line,5on5,12,4490.0,82.0,0.53,0.5,0.48,40.04,4.11,2.5,10.03,1.29,20.83,15.24,3.96,4.2,4.05,37.0,17.0,24.0,78.0,1.0,4.0,0.0,9.0,0.0,16.0,24.0,36.0,53.0,5.0,10.0,46.0,45.0,4.0,22.0,37.0,10.0,7.0,1.11,1.07,1.93,0.0,1.0,0.0,80.87,54.0,55.84,7.0,0.52,1.28,1.28,3.35,3.5,3.43,42.45,3.71,2.54,11.06,1.44,22.41,16.84,3.51,3.56,3.38,35.0,23.0,20.0,78.0,3.0,6.0,0.0,6.0,1.0,17.0,25.0,32.0,55.0,5.0,10.0,41.0,18.0,6.0,18.0,43.0,12.0,3.0,1.32,1.31,1.08,1.0,2.0,0.0,75.68,58.0,56.73,8.0,0.54,1.51,1.51,2.73,2.67,2.63
13,847637484780998479941,2024,Kuraly/Danforth/Labanc,CBJ,line,5on5,4,1193.0,25.0,0.38,0.58,0.59,8.69,0.26,0.46,2.27,0.32,5.08,4.62,0.25,0.27,0.27,5.0,8.0,9.0,22.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,5.0,13.0,2.0,4.0,7.0,10.0,1.0,1.0,13.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,22.33,13.0,13.42,1.0,0.09,0.01,0.01,0.34,0.35,0.35,5.74,0.41,0.33,1.52,0.22,3.88,2.63,0.41,0.41,0.41,4.0,5.0,7.0,16.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,8.0,1.0,2.0,11.0,10.0,1.0,5.0,8.0,0.0,1.0,0.2,0.0,0.22,1.0,0.0,0.0,15.75,9.0,9.15,2.0,0.07,0.02,0.02,0.46,0.46,0.46
14,847804384793598481522,2024,Malenstyn/Krebs/Lafferty,BUF,line,5on5,19,5602.0,97.0,0.37,0.47,0.46,36.1,2.58,2.28,8.82,1.14,20.42,14.76,2.5,2.66,2.58,32.0,18.0,28.0,78.0,3.0,1.0,0.0,11.0,0.0,12.0,23.0,29.0,47.0,16.0,35.0,57.0,67.0,6.0,27.0,40.0,7.0,3.0,0.99,0.88,0.71,2.0,1.0,0.0,80.6,50.0,51.27,15.0,0.47,0.28,0.28,2.77,2.85,2.77,45.01,4.3,2.82,11.17,1.47,21.97,17.27,4.12,4.14,3.96,38.0,21.0,29.0,88.0,3.0,6.0,1.0,5.0,0.0,22.0,23.0,35.0,56.0,10.0,23.0,38.0,62.0,7.0,19.0,39.0,14.0,6.0,1.0,1.78,1.53,0.0,2.0,1.0,83.78,59.0,56.52,11.0,0.59,1.44,1.44,3.46,3.36,3.32
15,84763318476525,2024,Demelo/Miller,WPG,pairing,5on5,18,855.0,170.0,0.12,0.41,0.32,4.33,0.19,0.2,1.04,0.15,2.18,2.24,0.19,0.2,0.2,5.0,1.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,6.0,0.0,0.0,0.19,0.0,0.0,2.0,0.0,0.0,12.31,6.0,6.36,1.0,0.04,0.0,0.0,0.23,0.25,0.25,9.53,1.46,0.71,2.56,0.3,4.68,3.29,1.39,1.39,1.32,10.0,3.0,4.0,17.0,1.0,2.0,0.0,1.0,0.0,2.0,7.0,9.0,12.0,0.0,0.0,3.0,6.0,3.0,2.0,8.0,3.0,2.0,0.31,0.38,0.77,1.0,0.0,0.0,17.07,13.0,12.89,1.0,0.15,0.77,0.77,0.84,0.82,0.81
16,84768918477969,2024,Pettersson/Grzelcyk,PIT,pairing,5on5,24,1581.0,189.0,0.5,0.51,0.5,17.4,1.52,1.15,3.96,0.61,9.27,7.49,1.51,1.57,1.56,16.0,8.0,7.0,31.0,1.0,1.0,0.0,1.0,0.0,11.0,10.0,15.0,23.0,3.0,6.0,6.0,7.0,3.0,12.0,17.0,6.0,1.0,0.6,0.67,0.26,1.0,0.0,0.0,31.63,24.0,24.45,4.0,0.24,0.09,0.0,1.76,1.82,1.8,16.65,1.49,1.16,4.27,0.62,9.45,7.0,1.46,1.5,1.47,14.0,10.0,6.0,30.0,1.0,1.0,0.0,1.0,0.0,11.0,10.0,13.0,23.0,4.0,8.0,9.0,13.0,0.0,6.0,18.0,5.0,1.0,0.56,0.64,0.29,0.0,1.0,0.0,29.49,24.0,23.55,3.0,0.24,0.1,0.1,1.63,1.63,1.62
17,847414184757658483464,2024,Kane/Kasper/Tarasenko,DET,line,5on5,6,1673.0,42.0,0.36,0.32,0.29,10.15,1.09,0.6,2.38,0.3,4.57,4.06,1.04,1.11,1.06,9.0,4.0,6.0,19.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,9.0,13.0,1.0,2.0,10.0,14.0,3.0,9.0,8.0,4.0,1.0,0.31,0.47,0.32,0.0,0.0,0.0,17.96,13.0,12.72,4.0,0.13,0.32,0.32,0.9,0.9,0.88,22.24,1.92,1.49,5.9,0.75,12.75,9.19,1.88,1.96,1.92,21.0,11.0,9.0,41.0,0.0,1.0,0.0,6.0,0.0,16.0,9.0,21.0,32.0,0.0,0.0,20.0,14.0,4.0,12.0,25.0,4.0,3.0,0.66,0.47,0.79,0.0,0.0,0.0,42.67,32.0,32.56,3.0,0.3,0.23,0.23,1.99,2.02,1.99
18,847627884808408482145,2024,Bck/Bourque/Blackwell,DAL,line,5on5,13,3975.0,67.0,0.45,0.6,0.54,23.56,1.33,1.33,6.36,0.82,13.67,10.49,1.31,1.31,1.29,26.0,8.0,30.0,64.0,3.0,1.0,0.0,8.0,0.0,14.0,8.0,23.0,31.0,2.0,4.0,32.0,24.0,8.0,16.0,31.0,2.0,1.0,0.77,0.26,0.3,1.0,2.0,0.0,64.42,34.0,34.17,12.0,0.27,0.3,0.3,1.3,1.29,1.28,21.43,1.66,1.32,5.81,0.71,10.71,8.79,1.65,1.63,1.62,23.0,6.0,13.0,42.0,1.0,1.0,0.0,3.0,0.0,11.0,13.0,22.0,28.0,0.0,0.0,32.0,40.0,5.0,18.0,23.0,4.0,2.0,0.56,0.47,0.62,1.0,0.0,0.0,41.73,29.0,28.81,6.0,0.27,0.38,0.38,1.56,1.54,1.53
19,847934384826998483431,2024,Guenther/Cooley/Keller,UTA,line,5on5,20,3636.0,180.0,0.44,0.53,0.52,34.19,2.58,1.96,8.54,1.12,18.69,14.11,2.56,2.61,2.59,28.0,19.0,18.0,65.0,4.0,2.0,0.0,5.0,0.0,21.0,15.0,24.0,43.0,6.0,15.0,25.0,11.0,8.0,20.0,38.0,8.0,1.0,1.25,1.12,0.21,3.0,1.0,0.0,67.06,47.0,47.64,10.0,0.4,0.26,0.26,2.72,2.76,2.74,33.52,3.32,1.83,8.57,1.12,16.03,13.13,3.15,3.17,3.02,36.0,8.0,13.0,57.0,2.0,5.0,1.0,7.0,0.0,9.0,21.0,34.0,42.0,3.0,9.0,32.0,30.0,10.0,14.0,29.0,8.0,7.0,0.55,0.92,1.85,0.0,1.0,1.0,54.95,44.0,42.75,10.0,0.38,1.31,1.31,2.39,2.31,2.28
20,847646884784448478498,2024,Debrusk/Miller/Boeser,VAN,line,5on5,23,6572.0,193.0,0.68,0.56,0.57,63.6,5.96,4.08,15.5,2.1,34.69,25.68,5.83,5.98,5.85,62.0,26.0,27.0,115.0,8.0,5.0,0.0,10.0,1.0,30.0,34.0,54.0,80.0,11.0,27.0,83.0,57.0,13.0,36.0,63.0,19.0,6.0,2.0,2.43,1.52,5.0,3.0,0.0,116.37,88.0,88.64,23.0,0.84,1.09,1.09,5.71,5.73,5.69,48.11,2.76,2.73,12.63,1.57,27.19,20.11,2.73,2.76,2.73,40.0,27.0,23.0,90.0,2.0,3.0,0.0,12.0,0.0,21.0,29.0,38.0,65.0,10.0,25.0,64.0,38.0,12.0,39.0,59.0,7.0,1.0,1.67,0.8,0.3,1.0,1.0,0.0,90.3,67.0,67.55,18.0,0.56,0.24,0.24,3.09,3.1,3.07
21,84764418479998,2024,Edmundson/Anderson,LAK,pairing,5on5,38,2254.0,321.0,0.13,0.26,0.22,5.83,0.3,0.29,1.41,0.18,3.4,2.41,0.3,0.31,0.31,3.0,5.0,5.0,13.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,8.0,2.0,4.0,5.0,15.0,2.0,6.0,7.0,1.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,13.15,8.0,8.11,2.0,0.06,0.0,0.0,0.35,0.37,0.37,21.12,1.97,1.34,5.23,0.71,10.54,8.22,1.9,1.9,1.83,18.0,10.0,9.0,37.0,1.0,4.0,0.0,2.0,0.0,8.0,13.0,17.0,27.0,2.0,4.0,5.0,13.0,3.0,3.0,21.0,4.0,3.0,0.58,0.43,0.96,1.0,0.0,0.0,35.9,28.0,27.37,1.0,0.28,0.86,0.86,1.39,1.34,1.34
22,84768918481030,2024,Grzelcyk/St. Ivany,PIT,pairing,5on5,12,2502.0,88.0,0.35,0.46,0.43,13.87,0.97,0.77,3.51,0.45,7.46,5.84,0.96,0.97,0.97,11.0,8.0,13.0,32.0,2.0,1.0,0.0,3.0,0.0,10.0,3.0,9.0,17.0,5.0,10.0,19.0,9.0,2.0,8.0,14.0,4.0,1.0,0.27,0.38,0.31,1.0,1.0,0.0,32.62,19.0,19.12,4.0,0.16,0.31,0.31,0.81,0.81,0.81,18.66,1.78,1.21,4.65,0.62,9.76,6.99,1.67,1.77,1.67,16.0,9.0,13.0,38.0,2.0,4.0,0.0,5.0,0.0,2.0,12.0,14.0,23.0,2.0,4.0,24.0,13.0,6.0,8.0,18.0,5.0,2.0,0.55,0.6,0.63,1.0,1.0,0.0,37.56,25.0,24.66,4.0,0.26,0.83,0.83,1.2,1.2,1.19
23,84793958480306,2024,Cholowski/Hutton,NYI,pairing,5on5,9,3655.0,36.0,0.37,0.38,0.37,18.54,1.63,1.15,4.97,0.57,9.53,7.17,1.58,1.69,1.64,18.0,7.0,11.0,36.0,2.0,2.0,1.0,0.0,0.0,9.0,12.0,16.0,23.0,5.0,13.0,12.0,15.0,6.0,23.0,20.0,3.0,2.0,0.66,0.36,0.6,1.0,0.0,1.0,36.57,25.0,25.44,12.0,0.24,0.48,0.48,1.38,1.41,1.4,30.54,2.75,1.99,6.82,0.99,15.92,13.52,2.7,2.8,2.75,26.0,16.0,16.0,58.0,1.0,2.0,0.0,5.0,0.0,11.0,23.0,25.0,41.0,4.0,11.0,20.0,20.0,5.0,15.0,31.0,7.0,4.0,0.82,0.93,1.01,0.0,1.0,0.0,58.26,42.0,42.52,4.0,0.41,0.23,0.23,2.93,2.98,2.97
24,84808718484304,2024,Balinskis/Boqvist,FLA,pairing,5on5,6,791.0,52.0,0.25,0.38,0.35,4.61,0.39,0.32,1.19,0.14,2.33,1.64,0.38,0.35,0.35,5.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,5.0,9.0,11.0,0.0,3.0,4.0,2.0,0.0,0.11,0.27,0.0,0.0,1.0,0.0,8.36,6.0,5.56,1.0,0.07,0.04,0.04,0.41,0.38,0.37,7.97,1.14,0.52,2.14,0.3,4.22,2.69,1.09,1.2,1.15,7.0,4.0,4.0,15.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,6.0,10.0,1.0,5.0,9.0,9.0,1.0,3.0,8.0,2.0,1.0,0.26,0.23,0.64,0.0,0.0,1.0,16.21,11.0,11.61,1.0,0.11,0.68,0.68,0.56,0.6,0.6
25,847646084779408482149,2024,Ehlers/Scheifele/Perfetti,WPG,line,5on5,19,682.0,196.0,0.28,0.43,0.47,5.99,0.56,0.41,1.35,0.16,3.17,2.35,0.56,0.59,0.59,6.0,2.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,3.0,0.0,0.2,0.36,0.0,1.0,0.0,0.0,9.68,8.0,8.61,1.0,0.08,0.0,0.0,0.65,0.68,0.68,7.33,1.41,0.5,1.48,0.2,2.98,2.43,1.29,1.42,1.3,8.0,1.0,3.0,12.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,7.0,1.0,2.0,1.0,6.0,4.0,8.0,3.0,4.0,2.0,0.09,0.45,0.87,0.0,0.0,2.0,12.08,9.0,9.21,5.0,0.11,0.87,0.87,0.65,0.66,0.65
26,84764298476917,2024,Pelech/Mayfield,NYI,pairing,5on5,25,2470.0,183.0,0.4,0.61,0.59,22.07,1.43,1.44,5.18,0.78,13.84,10.32,1.42,1.45,1.44,22.0,11.0,14.0,47.0,2.0,1.0,0.0,11.0,0.0,9.0,10.0,20.0,31.0,1.0,2.0,18.0,25.0,1.0,12.0,29.0,3.0,1.0,0.83,0.35,0.24,2.0,0.0,0.0,46.84,33.0,32.6,6.0,0.29,0.24,0.24,1.47,1.48,1.48,17.68,2.16,1.37,4.12,0.55,8.45,6.35,2.03,2.09,1.97,12.0,11.0,7.0,30.0,0.0,4.0,0.0,2.0,0.0,12.0,5.0,12.0,23.0,1.0,2.0,9.0,14.0,2.0,10.0,14.0,5.0,4.0,0.43,0.65,1.08,0.0,0.0,0.0,29.45,23.0,22.56,6.0,0.29,1.01,1.01,1.44,1.42,1.34
27,847687184795508482125,2024,Pearson/Laczynski/Holtz,VGK,line,5on5,3,643.0,20.0,0.81,0.57,0.6,8.63,1.35,0.7,2.46,0.36,4.07,3.06,1.18,1.39,1.21,7.0,5.0,4.0,16.0,0.0,6.0,0.0,1.0,0.0,3.0,2.0,7.0,12.0,2.0,4.0,9.0,3.0,1.0,2.0,7.0,2.0,3.0,0.15,0.19,1.02,0.0,0.0,0.0,16.91,12.0,12.56,1.0,0.15,1.15,1.15,0.36,0.37,0.32,5.53,0.31,0.34,1.39,0.16,3.47,2.32,0.31,0.31,0.31,5.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,8.0,1.0,2.0,4.0,6.0,1.0,1.0,7.0,1.0,0.0,0.21,0.1,0.0,0.0,0.0,0.0,11.64,8.0,7.93,0.0,0.07,0.0,0.0,0.38,0.38,0.38
