,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
1090,847749784808938484166,2024,Fantilli/Monahan/Marchenko,CBJ,line,5on5,3,845.0,24.0,0.64,0.66,0.64,9.34,0.46,0.61,2.61,0.35,5.66,4.31,0.45,0.49,0.48,9.0,5.0,9.0,23.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,9.0,14.0,0.0,0.0,7.0,4.0,2.0,1.0,14.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,23.48,14.0,14.38,1.0,0.12,0.0,0.0,0.59,0.61,0.6,5.53,0.26,0.37,1.34,0.17,3.41,2.45,0.26,0.26,0.26,7.0,1.0,4.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,7.0,8.0,0.0,0.0,7.0,7.0,0.0,2.0,7.0,1.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,12.35,8.0,8.25,1.0,0.07,0.0,0.0,0.34,0.33,0.33
1091,84793788480145,2024,Stanley/Pionk,WPG,pairing,5on5,30,5635.0,243.0,0.53,0.48,0.47,41.25,3.31,2.58,9.94,1.28,22.79,17.1,3.27,3.25,3.21,29.0,28.0,24.0,81.0,2.0,3.0,0.0,8.0,0.0,15.0,29.0,27.0,55.0,5.0,12.0,34.0,35.0,8.0,20.0,44.0,12.0,1.0,1.26,1.7,0.35,0.0,2.0,0.0,81.13,57.0,56.2,9.0,0.53,0.69,0.69,3.16,3.13,3.11,45.32,2.96,2.82,12.09,1.56,25.35,19.22,2.89,3.0,2.93,44.0,20.0,25.0,89.0,2.0,4.0,0.0,9.0,0.0,18.0,31.0,42.0,62.0,0.0,0.0,35.0,45.0,3.0,19.0,57.0,6.0,1.0,1.75,0.94,0.28,1.0,1.0,0.0,89.14,64.0,64.08,8.0,0.58,0.66,0.66,2.89,2.92,2.89
1092,84768538479026,2024,Rielly/Myers,TOR,pairing,5on5,20,13413.0,51.0,0.53,0.54,0.53,118.33,10.59,7.46,30.19,3.92,63.27,46.58,10.14,10.56,10.11,104.0,58.0,64.0,226.0,5.0,14.0,0.0,27.0,0.0,55.0,61.0,99.0,157.0,8.0,19.0,110.0,131.0,24.0,60.0,123.0,25.0,14.0,3.61,2.86,4.12,1.0,4.0,0.0,221.78,162.0,159.72,29.0,1.56,3.19,3.17,8.98,8.89,8.76,103.48,9.36,6.79,26.04,3.42,54.68,40.71,9.16,9.66,9.46,97.0,44.0,55.0,196.0,9.0,10.0,1.0,19.0,0.0,35.0,68.0,88.0,132.0,13.0,31.0,104.0,89.0,19.0,75.0,104.0,24.0,13.0,2.66,3.08,3.62,4.0,4.0,1.0,200.1,141.0,143.67,39.0,1.42,2.37,2.55,8.23,8.5,8.45
1093,847464184770158481617,2024,Brown/Henrique/Podkolzin,EDM,line,5on5,14,1130.0,192.0,0.5,0.54,0.52,9.61,0.75,0.62,2.91,0.35,5.0,3.37,0.7,0.69,0.64,9.0,4.0,7.0,20.0,0.0,2.0,0.0,3.0,0.0,4.0,4.0,9.0,13.0,2.0,4.0,12.0,11.0,2.0,10.0,10.0,2.0,1.0,0.28,0.2,0.28,0.0,0.0,0.0,19.22,13.0,12.36,5.0,0.13,0.31,0.31,0.57,0.54,0.53,7.96,0.77,0.51,1.99,0.31,5.08,3.35,0.76,0.83,0.83,11.0,1.0,5.0,17.0,1.0,1.0,1.0,3.0,0.0,0.0,7.0,10.0,11.0,0.0,0.0,8.0,8.0,1.0,9.0,10.0,1.0,1.0,0.31,0.1,0.35,0.0,0.0,1.0,18.3,12.0,13.01,5.0,0.1,0.35,0.35,0.52,0.55,0.55
1094,84752338482964,2024,Xhekaj/Savard,MTL,pairing,5on5,41,17926.0,185.0,0.47,0.47,0.46,132.02,11.92,8.36,33.78,4.58,71.95,53.42,11.63,11.95,11.67,124.0,60.0,80.0,264.0,11.0,20.0,3.0,25.0,1.0,48.0,79.0,113.0,173.0,26.0,55.0,128.0,163.0,24.0,69.0,140.0,32.0,12.0,4.07,4.24,3.62,6.0,4.0,1.0,263.5,184.0,184.24,34.0,1.73,3.55,3.55,10.1,10.19,10.08,157.55,13.45,9.65,40.77,5.47,84.52,64.15,12.97,13.59,13.09,140.0,78.0,83.0,301.0,9.0,19.0,1.0,36.0,0.0,63.0,91.0,131.0,209.0,26.0,55.0,137.0,135.0,28.0,81.0,162.0,40.0,16.0,4.3,4.87,4.28,2.0,6.0,1.0,302.4,218.0,219.25,51.0,2.0,3.37,3.37,12.07,12.15,12.01
1095,84768538481122,2024,Rielly/Benoit,TOR,pairing,5on5,39,1901.0,370.0,0.52,0.45,0.45,14.29,1.33,0.87,3.24,0.41,6.4,5.75,1.32,1.3,1.29,11.0,7.0,7.0,25.0,1.0,1.0,0.0,1.0,0.0,9.0,6.0,10.0,17.0,2.0,4.0,4.0,8.0,5.0,11.0,12.0,4.0,2.0,0.2,0.63,0.5,0.0,0.0,1.0,25.66,18.0,18.31,5.0,0.18,0.27,0.27,1.24,1.2,1.19,15.86,1.24,1.05,4.01,0.5,8.79,6.42,1.18,1.2,1.15,14.0,8.0,9.0,31.0,1.0,2.0,0.0,3.0,0.0,10.0,6.0,13.0,21.0,3.0,6.0,3.0,13.0,2.0,7.0,19.0,1.0,2.0,0.62,0.16,0.46,1.0,0.0,0.0,29.71,22.0,21.53,3.0,0.22,0.39,0.39,1.06,1.03,1.02
1096,847851984795428482201,2024,Hagel/Cirelli/Goncalves,TBL,line,5on5,11,1307.0,82.0,0.78,0.6,0.59,14.94,1.24,0.93,3.74,0.5,7.39,6.2,1.2,1.28,1.24,14.0,6.0,8.0,28.0,1.0,1.0,0.0,3.0,0.0,9.0,6.0,13.0,19.0,1.0,2.0,10.0,11.0,1.0,6.0,14.0,5.0,1.0,0.46,0.54,0.23,1.0,0.0,0.0,29.54,20.0,20.94,2.0,0.19,0.23,0.4,1.03,1.06,1.04,9.24,0.36,0.63,2.31,0.36,5.79,4.56,0.36,0.35,0.34,8.0,6.0,5.0,19.0,1.0,1.0,1.0,1.0,0.0,2.0,9.0,7.0,13.0,1.0,2.0,11.0,13.0,2.0,7.0,13.0,1.0,0.0,0.26,0.1,0.0,1.0,0.0,0.0,18.75,14.0,13.8,1.0,0.13,0.01,0.01,0.48,0.46,0.46
1097,847804384834688484145,2024,Benson/Kulich/Lafferty,BUF,line,5on5,3,619.0,33.0,0.42,0.58,0.5,3.53,0.12,0.22,0.82,0.1,2.16,1.58,0.12,0.12,0.12,4.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,5.0,0.0,4.0,5.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,10.97,5.0,4.96,3.0,0.04,0.0,0.0,0.16,0.16,0.16,3.6,0.17,0.16,1.12,0.12,2.07,1.36,0.17,0.16,0.16,1.0,4.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,0.05,0.12,0.0,0.0,0.0,0.0,7.93,5.0,4.99,0.0,0.03,0.0,0.0,0.2,0.19,0.19
1098,847690584779558479293,2024,McCann/Stephenson/Tanev,SEA,line,5on5,13,2194.0,98.0,0.39,0.41,0.41,14.42,1.13,0.97,3.71,0.49,7.84,5.87,1.11,1.17,1.15,13.0,7.0,8.0,28.0,0.0,1.0,0.0,4.0,0.0,5.0,10.0,13.0,20.0,3.0,8.0,27.0,13.0,4.0,10.0,15.0,4.0,1.0,0.41,0.51,0.2,0.0,0.0,0.0,29.44,20.0,20.69,4.0,0.2,0.2,0.2,1.12,1.16,1.15,21.5,1.78,1.29,5.51,0.66,11.16,8.59,1.75,1.72,1.69,19.0,10.0,11.0,40.0,1.0,1.0,0.0,5.0,0.0,13.0,9.0,18.0,28.0,1.0,2.0,29.0,14.0,2.0,13.0,22.0,5.0,2.0,0.61,0.6,0.57,0.0,1.0,0.0,38.84,29.0,28.12,8.0,0.27,0.04,0.04,2.01,1.94,1.91
1099,84779488482126,2024,Sanheim/Andrae,PHI,pairing,5on5,19,4736.0,112.0,0.6,0.57,0.58,46.31,5.38,3.26,11.76,1.72,25.84,18.05,5.16,5.43,5.22,50.0,16.0,29.0,95.0,3.0,9.0,1.0,10.0,0.0,17.0,27.0,47.0,63.0,5.0,10.0,38.0,24.0,7.0,13.0,48.0,9.0,9.0,1.51,1.25,2.62,1.0,0.0,2.0,96.5,66.0,66.92,5.0,0.68,2.37,2.37,3.68,3.69,3.6,36.06,3.58,2.26,8.74,1.23,17.85,14.33,3.28,3.55,3.25,31.0,17.0,23.0,71.0,2.0,6.0,1.0,4.0,0.0,11.0,25.0,29.0,46.0,1.0,2.0,41.0,28.0,3.0,16.0,35.0,8.0,5.0,1.03,1.08,1.47,1.0,0.0,1.0,69.77,48.0,47.95,9.0,0.47,1.55,1.55,2.5,2.49,2.42
1100,847648084821498483471,2024,Perfetti/Namestnikov/Lambert,WPG,line,5on5,4,1557.0,15.0,0.46,0.58,0.58,13.39,0.98,0.84,3.88,0.41,6.55,5.33,0.84,1.01,0.86,9.0,9.0,13.0,31.0,0.0,1.0,0.0,1.0,0.0,11.0,5.0,9.0,18.0,2.0,4.0,9.0,7.0,0.0,8.0,14.0,3.0,1.0,0.3,0.39,0.29,0.0,0.0,0.0,30.33,18.0,17.77,6.0,0.18,0.29,0.29,0.87,0.88,0.81,9.71,1.17,0.72,2.58,0.37,4.81,3.35,1.13,1.15,1.12,11.0,2.0,9.0,22.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,10.0,12.0,1.0,2.0,7.0,14.0,2.0,5.0,7.0,5.0,1.0,0.22,0.7,0.24,0.0,1.0,0.0,22.36,13.0,13.14,3.0,0.15,0.14,0.14,1.17,1.16,1.15
1101,847799884796758482124,2024,Foegele/Byfield/Moore,LAK,line,5on5,14,3859.0,119.0,0.68,0.57,0.63,39.5,3.73,2.67,11.35,1.53,20.22,15.51,3.51,3.83,3.6,39.0,16.0,20.0,75.0,1.0,7.0,0.0,9.0,0.0,17.0,21.0,38.0,54.0,3.0,6.0,40.0,18.0,7.0,10.0,41.0,9.0,5.0,0.87,1.19,1.67,0.0,1.0,0.0,76.05,55.0,56.04,5.0,0.56,1.79,1.79,2.5,2.59,2.52,24.18,1.73,1.45,7.04,0.79,13.03,8.95,1.7,1.7,1.67,17.0,16.0,24.0,57.0,1.0,3.0,0.0,6.0,0.0,12.0,11.0,16.0,32.0,6.0,12.0,38.0,20.0,2.0,18.0,26.0,5.0,2.0,0.59,0.54,0.6,1.0,0.0,0.0,57.01,33.0,32.6,5.0,0.3,0.46,0.46,1.57,1.53,1.51
1102,84745748480073,2024,Brannstrom/Myers,VAN,pairing,5on5,22,3931.0,158.0,0.35,0.41,0.44,26.75,2.09,1.79,6.35,1.0,15.56,11.21,2.01,2.0,1.92,22.0,16.0,11.0,49.0,1.0,4.0,0.0,5.0,0.0,12.0,16.0,21.0,37.0,6.0,12.0,21.0,45.0,10.0,14.0,31.0,5.0,2.0,1.03,0.55,0.51,1.0,0.0,0.0,47.1,38.0,36.89,8.0,0.37,0.55,0.55,1.92,1.86,1.83,34.9,3.94,2.61,7.96,1.15,18.89,13.46,3.59,3.97,3.63,28.0,20.0,23.0,71.0,4.0,4.0,2.0,7.0,0.0,18.0,15.0,24.0,44.0,5.0,10.0,31.0,31.0,7.0,19.0,31.0,10.0,7.0,0.88,1.2,1.85,2.0,0.0,2.0,72.98,48.0,49.21,6.0,0.55,0.92,1.27,3.22,3.26,3.09
1103,847645684775118477993,2024,Huberdeau/Kirkland/Mantha,CGY,line,5on5,6,821.0,75.0,0.08,0.25,0.1,1.5,0.09,0.07,0.33,0.04,0.77,0.71,0.09,0.09,0.09,1.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,1.0,4.0,2.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,6.68,2.0,1.94,1.0,0.01,0.0,0.0,0.1,0.1,0.1,13.3,1.05,0.87,3.99,0.48,6.56,5.05,1.03,1.11,1.09,15.0,3.0,3.0,21.0,0.0,4.0,0.0,4.0,0.0,7.0,3.0,15.0,18.0,1.0,2.0,10.0,4.0,3.0,6.0,14.0,3.0,1.0,0.39,0.39,0.27,0.0,0.0,0.0,22.51,18.0,19.09,3.0,0.19,0.66,0.66,0.57,0.61,0.61
1104,848080184815968482092,2024,Tkachuk/Pinto/Greig,OTT,line,5on5,15,3915.0,109.0,0.61,0.51,0.55,40.14,4.15,2.69,10.0,1.39,21.4,15.37,3.9,4.18,3.93,34.0,21.0,17.0,72.0,3.0,8.0,1.0,7.0,0.0,17.0,20.0,31.0,52.0,11.0,22.0,42.0,38.0,7.0,14.0,38.0,10.0,7.0,0.95,1.1,2.1,1.0,1.0,1.0,71.58,55.0,55.21,10.0,0.56,1.92,1.92,2.79,2.77,2.71,33.33,2.62,2.08,8.94,1.13,17.14,13.1,2.58,2.64,2.61,26.0,19.0,25.0,70.0,4.0,4.0,0.0,3.0,0.0,19.0,15.0,22.0,41.0,6.0,12.0,47.0,24.0,8.0,16.0,35.0,8.0,2.0,1.07,1.06,0.49,1.0,3.0,0.0,70.73,45.0,45.43,10.0,0.44,0.56,0.56,2.5,2.54,2.52
1105,84735078481542,2024,Seider/Petry,DET,pairing,5on5,17,926.0,137.0,0.52,0.58,0.56,11.41,1.06,0.79,2.7,0.37,5.52,4.56,1.04,1.04,1.02,9.0,6.0,3.0,18.0,1.0,0.0,0.0,3.0,1.0,2.0,8.0,8.0,14.0,1.0,2.0,2.0,5.0,0.0,4.0,10.0,4.0,1.0,0.3,0.54,0.22,1.0,0.0,0.0,17.61,15.0,14.95,3.0,0.16,0.0,0.14,1.08,1.06,1.05,8.9,0.98,0.61,1.74,0.28,4.6,3.79,0.92,0.97,0.92,7.0,5.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,7.0,12.0,0.0,0.0,0.0,4.0,1.0,5.0,7.0,4.0,1.0,0.26,0.48,0.24,0.0,0.0,0.0,13.03,12.0,11.74,1.0,0.13,0.24,0.24,0.87,0.87,0.84
1106,84793698480828,2024,Callahan/Peeke,BOS,pairing,5on5,4,645.0,36.0,0.62,0.57,0.47,5.0,0.33,0.34,1.68,0.21,2.65,1.78,0.33,0.33,0.33,5.0,2.0,6.0,13.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0,12.0,3.0,2.0,5.0,6.0,1.0,0.0,0.16,0.17,0.0,0.0,1.0,0.0,14.17,7.0,7.26,3.0,0.07,0.0,0.0,0.4,0.4,0.4,5.81,0.2,0.33,1.6,0.18,3.36,2.33,0.2,0.2,0.2,7.0,1.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,7.0,8.0,1.0,2.0,6.0,10.0,0.0,2.0,8.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,9.37,8.0,7.71,1.0,0.07,0.0,0.0,0.27,0.27,0.26
1107,84751778484258,2024,De Haan/Malinski,COL,pairing,5on5,35,13196.0,167.0,0.61,0.55,0.58,112.48,8.69,7.11,29.53,3.95,63.23,45.51,8.41,8.64,8.38,99.0,59.0,77.0,235.0,8.0,14.0,1.0,25.0,0.0,47.0,64.0,91.0,150.0,12.0,24.0,76.0,105.0,14.0,59.0,125.0,24.0,9.0,3.35,3.0,2.34,4.0,3.0,1.0,232.69,158.0,157.35,23.0,1.46,2.06,2.06,8.09,8.09,7.98,79.87,5.61,4.99,20.65,2.7,45.34,33.71,5.5,5.57,5.46,74.0,39.0,78.0,191.0,12.0,4.0,0.0,17.0,0.0,36.0,44.0,62.0,101.0,11.0,22.0,97.0,103.0,16.0,65.0,91.0,20.0,2.0,2.73,2.27,0.61,9.0,3.0,0.0,192.39,113.0,113.81,26.0,1.03,0.66,0.66,5.99,5.99,5.88
1108,84778518479325,2024,Oesterle/McAvoy,BOS,pairing,5on5,14,7070.0,52.0,0.62,0.58,0.58,66.45,5.27,4.18,17.4,2.17,35.73,26.26,5.09,5.34,5.16,57.0,34.0,35.0,126.0,5.0,10.0,2.0,15.0,0.0,26.0,35.0,52.0,86.0,9.0,20.0,80.0,68.0,8.0,32.0,69.0,15.0,7.0,1.6,1.64,2.04,1.0,3.0,1.0,124.48,91.0,90.05,14.0,0.87,2.02,1.82,4.32,4.31,4.27,47.88,3.29,3.1,10.93,1.5,26.96,20.22,3.28,3.38,3.36,41.0,25.0,26.0,92.0,3.0,2.0,0.0,11.0,0.0,19.0,31.0,38.0,63.0,10.0,20.0,56.0,40.0,9.0,42.0,54.0,10.0,2.0,1.55,1.22,0.53,1.0,1.0,1.0,94.44,66.0,67.68,17.0,0.63,0.28,0.28,3.65,3.72,3.71
1109,84734468476372,2024,Seeler/Johnson,PHI,pairing,5on5,13,3843.0,69.0,0.49,0.47,0.48,28.5,2.2,1.91,7.34,1.05,15.51,10.98,2.07,2.19,2.05,16.0,23.0,21.0,60.0,1.0,6.0,0.0,4.0,0.0,12.0,16.0,15.0,38.0,8.0,16.0,24.0,34.0,5.0,20.0,31.0,6.0,2.0,0.93,0.83,0.44,1.0,0.0,0.0,58.31,39.0,38.09,9.0,0.4,0.75,0.75,1.85,1.81,1.78,31.18,2.26,1.76,8.7,1.03,16.4,12.85,2.22,2.38,2.33,32.0,11.0,25.0,68.0,3.0,3.0,0.0,8.0,0.0,12.0,17.0,29.0,40.0,5.0,10.0,30.0,23.0,8.0,17.0,37.0,5.0,1.0,1.26,0.71,0.28,2.0,1.0,0.0,71.63,43.0,45.07,6.0,0.37,0.59,0.59,2.03,2.11,2.09
1110,84768548478443,2024,Lindholm/Carlo,BOS,pairing,5on5,17,8599.0,68.0,0.61,0.54,0.58,74.6,5.82,4.96,19.12,2.55,41.63,29.92,5.62,5.85,5.65,72.0,32.0,34.0,138.0,8.0,8.0,2.0,13.0,0.0,27.0,48.0,64.0,96.0,10.0,20.0,72.0,75.0,11.0,39.0,81.0,17.0,6.0,2.04,2.11,1.67,4.0,4.0,0.0,139.77,104.0,105.37,21.0,1.02,1.63,1.63,5.22,5.25,5.19,53.34,3.7,3.33,13.74,1.88,31.06,22.29,3.57,3.75,3.62,47.0,29.0,40.0,116.0,3.0,4.0,1.0,10.0,1.0,29.0,29.0,44.0,73.0,14.0,28.0,69.0,80.0,15.0,54.0,62.0,13.0,1.0,1.69,1.51,0.5,0.0,2.0,1.0,115.44,76.0,76.1,23.0,0.68,0.57,0.57,3.81,3.82,3.71
1111,84768858479324,2024,Lindgren/Trouba,NYR,pairing,5on5,15,7835.0,60.0,0.48,0.46,0.45,64.42,4.66,4.08,16.73,2.18,35.63,25.74,4.53,4.69,4.56,60.0,29.0,40.0,129.0,7.0,8.0,2.0,14.0,0.0,29.0,31.0,53.0,82.0,10.0,23.0,74.0,67.0,18.0,39.0,73.0,13.0,3.0,2.05,1.72,0.89,2.0,5.0,0.0,129.33,89.0,89.46,20.0,0.84,1.39,1.39,4.11,4.14,4.07,81.09,5.06,4.59,21.19,2.56,44.21,33.39,4.97,5.09,5.01,82.0,29.0,40.0,151.0,8.0,2.0,0.0,14.0,0.0,38.0,49.0,74.0,103.0,8.0,19.0,59.0,49.0,10.0,44.0,93.0,14.0,4.0,2.46,1.7,0.9,5.0,1.0,2.0,150.69,111.0,110.63,19.0,0.94,0.21,0.21,5.79,5.83,5.74
1112,847689784820898482737,2024,Neighbours/Sundqvist/Bolduc,STL,line,5on5,7,3703.0,22.0,0.51,0.53,0.55,30.22,2.12,1.92,7.65,0.97,17.13,12.21,2.1,2.22,2.2,27.0,15.0,18.0,60.0,3.0,0.0,0.0,8.0,0.0,10.0,21.0,24.0,39.0,3.0,6.0,25.0,27.0,8.0,21.0,31.0,11.0,0.0,0.89,1.23,0.0,2.0,1.0,0.0,62.47,42.0,43.56,10.0,0.4,0.0,0.0,2.52,2.63,2.61,24.0,2.04,1.66,5.77,0.85,13.76,9.91,1.95,1.97,1.88,20.0,14.0,20.0,54.0,0.0,1.0,0.0,6.0,0.0,14.0,13.0,20.0,34.0,2.0,4.0,34.0,27.0,4.0,15.0,24.0,9.0,1.0,0.6,1.23,0.21,0.0,0.0,0.0,51.83,34.0,33.3,9.0,0.34,0.21,0.21,2.18,2.1,2.04
1113,84799838480043,2024,Ferraro/Liljegren,SJS,pairing,5on5,39,29161.0,85.0,0.44,0.46,0.45,226.09,18.12,14.71,58.87,7.79,122.4,88.11,17.51,17.96,17.35,203.0,107.0,135.0,445.0,19.0,24.0,1.0,39.0,0.0,102.0,126.0,184.0,291.0,29.0,67.0,216.0,263.0,52.0,134.0,239.0,56.0,15.0,7.3,6.49,4.33,13.0,5.0,1.0,437.75,310.0,306.56,63.0,3.05,4.43,4.43,16.74,16.57,16.26,273.15,22.84,17.93,69.21,9.01,149.68,108.33,22.02,23.03,22.19,240.0,137.0,141.0,518.0,27.0,23.0,5.0,40.0,2.0,124.0,161.0,213.0,350.0,29.0,70.0,272.0,196.0,39.0,142.0,285.0,69.0,23.0,7.51,8.7,6.63,12.0,9.0,6.0,526.15,377.0,381.49,68.0,3.71,4.62,4.62,21.93,22.06,21.67
1114,847471584768228482070,2024,Atkinson/Glendening/Chaffee,TBL,line,5on5,9,1751.0,77.0,0.39,0.31,0.37,11.76,1.31,0.79,2.88,0.42,6.13,4.47,1.25,1.32,1.27,10.0,6.0,1.0,17.0,1.0,2.0,0.0,1.0,0.0,2.0,10.0,9.0,15.0,2.0,4.0,14.0,33.0,2.0,10.0,10.0,5.0,1.0,0.31,0.74,0.26,0.0,1.0,0.0,17.45,16.0,16.39,5.0,0.17,0.27,0.27,1.2,1.22,1.21,19.69,2.06,1.29,5.51,0.68,10.34,7.13,1.93,2.1,1.96,17.0,10.0,11.0,38.0,0.0,4.0,0.0,1.0,1.0,9.0,12.0,17.0,27.0,0.0,0.0,11.0,21.0,3.0,5.0,18.0,6.0,3.0,0.44,0.85,0.77,0.0,0.0,0.0,37.55,27.0,26.76,2.0,0.27,0.81,0.81,1.51,1.5,1.46
1115,847689784774028480281,2024,Buchnevich/Sundqvist/Toropchenko,STL,line,5on5,3,859.0,15.0,0.67,0.42,0.48,7.49,0.83,0.46,2.03,0.24,3.73,2.72,0.79,0.82,0.78,6.0,4.0,3.0,13.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,6.0,10.0,1.0,2.0,6.0,7.0,1.0,2.0,8.0,1.0,1.0,0.26,0.11,0.47,0.0,0.0,0.0,13.21,10.0,10.15,1.0,0.09,0.47,0.47,0.45,0.45,0.42,7.65,0.41,0.49,1.8,0.25,4.68,3.36,0.41,0.39,0.39,2.0,9.0,7.0,18.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,2.0,11.0,1.0,2.0,8.0,5.0,2.0,3.0,10.0,1.0,0.0,0.33,0.09,0.0,0.0,0.0,0.0,16.69,11.0,10.27,1.0,0.1,0.0,0.0,0.51,0.48,0.48
1116,84768748478507,2024,Mtt/Marino,UTA,pairing,5on5,9,4928.0,40.0,0.5,0.56,0.55,46.51,3.46,2.94,10.91,1.51,26.05,19.14,3.39,3.61,3.53,48.0,16.0,25.0,89.0,5.0,3.0,0.0,9.0,0.0,24.0,23.0,43.0,59.0,2.0,4.0,30.0,17.0,2.0,19.0,49.0,14.0,1.0,1.41,1.81,0.24,2.0,2.0,1.0,93.02,64.0,66.48,11.0,0.61,0.26,0.26,3.81,3.96,3.88,37.64,3.42,2.36,9.18,1.26,20.27,15.52,3.29,3.39,3.26,28.0,24.0,19.0,71.0,3.0,3.0,1.0,8.0,0.0,18.0,20.0,25.0,49.0,4.0,8.0,35.0,36.0,5.0,27.0,39.0,11.0,2.0,1.29,1.43,0.7,2.0,0.0,1.0,69.69,52.0,51.2,12.0,0.49,0.77,0.77,3.14,3.11,3.02
1117,84756908476931,2024,McCabe/Tanev,TOR,pairing,5on5,42,24365.0,153.0,0.56,0.48,0.49,184.43,14.69,11.85,47.13,6.12,100.65,71.54,14.41,14.74,14.46,177.0,75.0,114.0,366.0,21.0,10.0,0.0,31.0,1.0,72.0,117.0,156.0,231.0,24.0,51.0,257.0,180.0,26.0,88.0,193.0,48.0,11.0,5.41,6.29,2.99,6.0,13.0,2.0,366.33,252.0,253.84,44.0,2.46,2.16,2.16,14.99,15.01,14.82,184.3,11.68,10.99,50.16,6.41,102.9,77.87,11.46,11.84,11.62,168.0,92.0,136.0,396.0,14.0,12.0,1.0,32.0,0.0,92.0,110.0,154.0,246.0,15.0,33.0,185.0,149.0,32.0,110.0,217.0,35.0,8.0,5.19,4.35,2.14,9.0,5.0,0.0,397.68,260.0,261.75,44.0,2.27,1.25,1.25,12.69,12.85,12.69
