team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2024,NYI,NYI,Team Level,5on5,48,0.49,0.5,0.5,146461.0,1187.78,96.44,76.13,304.29,40.69,651.09,477.37,93.32,96.97,93.81,1066.0,580.0,676.0,2322.0,93.0,106.0,12.0,233.0,1.0,538.0,675.0,973.0,1553.0,108.0,229.0,1180.0,1028.0,213.0,643.0,1286.0,265.0,95.0,36.82,33.18,26.44,38.0,40.0,15.0,2323.5,1646.0,1648.33,323.0,15.82,22.3,22.33,89.93,90.21,88.8,1203.1,100.16,76.25,303.24,40.11,642.63,482.6,96.69,100.82,97.28,1084.0,561.0,702.0,2347.0,82.0,128.0,7.0,198.0,3.0,532.0,702.0,1002.0,1563.0,121.0,261.0,953.0,1021.0,237.0,633.0,1264.0,275.0,106.0,34.79,35.08,30.3,40.0,31.0,11.0,2352.01,1645.0,1651.22,325.0,15.83,26.84,26.92,89.07,89.5,88.32
NYI,2024,NYI,NYI,Team Level,4on5,48,0.14,0.19,0.21,9510.0,41.29,3.58,2.05,5.66,1.22,12.7,28.78,3.52,3.58,3.52,44.0,10.0,5.0,59.0,5.0,3.0,1.0,4.0,0.0,8.0,34.0,39.0,49.0,3.0,6.0,98.0,22.0,13.0,13.0,37.0,14.0,3.0,1.04,1.76,0.78,2.0,2.0,1.0,59.0,54.0,54.0,8.0,0.46,0.28,0.28,3.76,3.76,3.75,146.53,21.58,13.34,30.8,4.61,84.79,43.87,20.49,21.58,20.49,137.0,62.0,60.0,259.0,30.0,20.0,3.0,25.0,0.0,55.0,69.0,107.0,169.0,2.0,4.0,79.0,12.0,6.0,27.0,135.0,34.0,30.0,3.44,4.27,13.87,4.0,6.0,20.0,259.0,199.0,199.0,6.0,3.53,4.26,4.18,20.93,20.93,20.35
NYI,2024,NYI,NYI,Team Level,5on4,48,0.89,0.89,0.88,12456.0,179.62,18.46,16.44,42.26,6.28,107.55,57.01,17.28,18.46,17.28,181.0,67.0,83.0,331.0,13.0,22.0,1.0,53.0,0.0,91.0,69.0,168.0,235.0,2.0,4.0,139.0,11.0,7.0,45.0,175.0,54.0,19.0,4.47,6.47,7.52,0.0,8.0,5.0,331.0,248.0,248.0,7.0,4.34,3.27,3.27,19.53,19.53,18.51,25.01,2.25,1.28,3.7,0.79,8.35,17.65,2.21,2.25,2.21,27.0,7.0,7.0,41.0,2.0,2.0,0.0,0.0,0.0,6.0,24.0,25.0,32.0,2.0,4.0,95.0,25.0,17.0,21.0,26.0,6.0,2.0,0.91,0.71,0.62,1.0,1.0,0.0,41.0,34.0,34.0,16.0,0.29,0.44,0.44,2.1,2.1,2.09
SJS,2024,SJS,SJS,Team Level,other,53,0.45,0.55,0.56,6971.0,111.64,20.35,8.29,21.18,3.82,67.2,34.17,18.6,20.35,18.6,104.0,51.0,66.0,221.0,20.0,9.0,2.0,18.0,0.0,72.0,36.0,84.0,135.0,3.0,6.0,86.0,18.0,8.0,13.0,90.0,37.0,28.0,3.01,4.22,13.11,3.0,5.0,12.0,221.0,155.0,155.0,9.0,2.54,2.72,2.72,20.16,20.16,18.64,89.78,25.01,6.82,16.85,3.57,42.66,28.07,23.7,25.01,23.7,84.0,39.0,56.0,179.0,22.0,11.0,0.0,14.0,1.0,40.0,35.0,62.0,101.0,4.0,16.0,94.0,18.0,7.0,20.0,60.0,25.0,38.0,2.52,3.1,19.4,4.0,4.0,14.0,179.0,123.0,123.0,13.0,2.0,2.57,2.57,24.44,24.44,23.52
SJS,2024,SJS,SJS,Team Level,all,53,0.42,0.46,0.45,192425.0,1527.02,142.68,102.41,373.61,51.56,835.18,588.56,133.67,141.77,132.79,1418.0,676.0,876.0,2970.0,139.0,156.0,15.0,265.0,3.0,707.0,824.0,1279.0,1955.0,183.0,413.0,1476.0,1226.0,256.0,812.0,1564.0,372.0,158.0,43.6,45.09,53.97,66.0,36.0,37.0,2920.49,2094.0,2072.73,372.0,23.16,33.84,33.84,132.0,131.21,126.49,1868.64,194.39,129.16,449.4,63.66,1013.43,727.95,184.05,196.57,186.06,1720.0,858.0,978.0,3556.0,192.0,234.0,22.0,305.0,6.0,876.0,965.0,1528.0,2386.0,179.0,420.0,1545.0,1066.0,267.0,831.0,1887.0,460.0,231.0,55.54,56.75,82.11,83.0,55.0,54.0,3630.16,2578.0,2616.5,380.0,28.5,50.36,50.36,172.54,174.35,169.45
SJS,2024,SJS,SJS,Team Level,5on5,53,0.42,0.45,0.44,155845.0,1175.04,93.76,73.9,301.6,39.87,633.31,469.55,90.22,92.86,89.34,1101.0,511.0,699.0,2311.0,96.0,124.0,12.0,211.0,2.0,516.0,663.0,1005.0,1516.0,163.0,375.0,1142.0,1161.0,218.0,714.0,1244.0,273.0,95.0,34.08,33.43,26.26,58.0,24.0,14.0,2261.49,1612.0,1590.73,328.0,15.31,25.02,25.02,84.05,83.26,81.8,1486.97,131.17,98.11,373.38,50.24,808.94,592.15,124.22,133.34,126.24,1362.0,692.0,813.0,2867.0,132.0,183.0,16.0,251.0,4.0,694.0,790.0,1230.0,1922.0,156.0,366.0,1190.0,994.0,236.0,727.0,1558.0,350.0,146.0,45.58,43.8,41.78,73.0,41.0,18.0,2941.16,2054.0,2092.5,338.0,20.35,37.33,37.82,113.69,115.5,113.16
SJS,2024,SJS,SJS,Team Level,4on5,53,0.08,0.11,0.12,15001.0,32.82,2.84,1.85,4.88,1.13,11.74,23.55,2.83,2.84,2.83,37.0,9.0,8.0,54.0,3.0,0.0,0.0,0.0,0.0,10.0,33.0,34.0,43.0,6.0,12.0,108.0,31.0,17.0,30.0,33.0,11.0,2.0,0.82,1.47,0.55,2.0,0.0,1.0,54.0,46.0,46.0,28.0,0.42,0.0,0.0,3.26,3.26,3.25,249.92,34.09,21.98,52.59,8.5,148.78,79.06,32.11,34.09,32.11,230.0,115.0,100.0,445.0,34.0,37.0,6.0,36.0,0.0,135.0,103.0,196.0,311.0,12.0,24.0,142.0,9.0,6.0,51.0,228.0,76.0,41.0,6.21,8.84,19.04,4.0,8.0,22.0,445.0,345.0,345.0,1.0,5.64,9.66,9.17,30.56,30.56,28.98
SJS,2024,SJS,SJS,Team Level,5on4,53,0.86,0.86,0.83,14608.0,207.51,25.71,18.38,45.94,6.74,122.93,61.3,22.01,25.71,22.01,176.0,105.0,103.0,384.0,20.0,23.0,1.0,36.0,1.0,109.0,92.0,156.0,261.0,11.0,20.0,140.0,16.0,13.0,55.0,197.0,51.0,33.0,5.69,5.98,14.04,3.0,7.0,10.0,384.0,281.0,281.0,7.0,4.89,6.09,6.09,24.51,24.51,22.8,41.96,4.13,2.24,6.57,1.35,13.06,28.66,4.01,4.13,4.01,44.0,12.0,9.0,65.0,4.0,3.0,0.0,4.0,1.0,7.0,37.0,40.0,52.0,7.0,14.0,119.0,45.0,18.0,33.0,41.0,9.0,6.0,1.22,1.01,1.9,2.0,2.0,0.0,65.0,56.0,56.0,28.0,0.51,0.8,0.8,3.83,3.83,3.78
CHI,2024,CHI,CHI,Team Level,other,49,0.41,0.49,0.46,5585.0,69.63,16.74,5.67,12.69,2.46,38.66,18.78,14.87,16.74,14.87,65.0,30.0,40.0,135.0,17.0,9.0,2.0,7.0,0.0,35.0,27.0,48.0,78.0,6.0,12.0,72.0,11.0,3.0,12.0,42.0,25.0,28.0,1.76,3.2,11.79,2.0,4.0,11.0,135.0,95.0,95.0,3.0,1.72,2.97,2.97,15.49,15.49,14.43,78.46,24.44,5.65,13.13,2.75,42.22,23.89,23.3,24.44,23.3,80.0,33.0,26.0,139.0,27.0,11.0,2.0,8.0,0.0,40.0,27.0,53.0,86.0,4.0,8.0,55.0,12.0,6.0,18.0,52.0,24.0,37.0,2.05,2.99,19.39,2.0,4.0,21.0,139.0,113.0,113.0,13.0,1.63,1.8,1.99,24.01,24.01,23.31
CHI,2024,CHI,CHI,Team Level,all,49,0.43,0.44,0.44,177331.0,1288.58,121.61,85.99,309.67,42.6,698.14,507.99,116.32,121.61,116.34,1213.0,553.0,681.0,2447.0,127.0,126.0,14.0,222.0,2.0,521.0,768.0,1086.0,1639.0,159.0,346.0,1184.0,945.0,260.0,655.0,1310.0,316.0,140.0,37.13,39.4,45.07,47.0,44.0,36.0,2426.66,1766.0,1757.34,319.0,19.03,24.72,24.72,115.92,116.01,113.31,1628.26,161.65,111.61,391.14,54.73,886.03,634.9,154.01,162.86,155.18,1533.0,708.0,844.0,3085.0,169.0,180.0,23.0,297.0,4.0,697.0,894.0,1364.0,2072.0,137.0,304.0,1443.0,1020.0,242.0,680.0,1653.0,402.0,186.0,46.14,51.14,64.36,55.0,66.0,48.0,3111.42,2241.0,2258.56,298.0,24.71,35.05,35.05,151.25,152.18,148.49
CHI,2024,CHI,CHI,Team Level,5on5,49,0.44,0.44,0.44,146756.0,1045.77,86.19,65.99,261.02,34.42,563.37,423.01,83.59,86.2,83.62,983.0,451.0,582.0,2016.0,86.0,102.0,10.0,189.0,2.0,411.0,644.0,897.0,1348.0,149.0,323.0,923.0,901.0,223.0,579.0,1094.0,253.0,87.0,30.26,31.67,24.26,39.0,34.0,13.0,1995.66,1434.0,1425.34,292.0,13.61,18.8,18.8,81.01,81.1,80.08,1311.63,109.3,85.76,328.95,44.07,712.43,526.5,105.16,110.51,106.33,1225.0,582.0,722.0,2529.0,116.0,140.0,17.0,248.0,4.0,553.0,746.0,1109.0,1691.0,120.0,267.0,1150.0,966.0,212.0,600.0,1370.0,323.0,114.0,38.4,41.55,29.35,49.0,52.0,15.0,2555.42,1807.0,1824.56,266.0,17.79,26.06,26.06,101.03,101.96,100.16
CHI,2024,CHI,CHI,Team Level,4on5,49,0.06,0.11,0.12,14463.0,27.48,1.66,1.34,4.0,0.9,9.35,20.76,1.66,1.66,1.66,31.0,7.0,8.0,46.0,1.0,0.0,0.0,1.0,0.0,4.0,32.0,30.0,37.0,1.0,5.0,101.0,26.0,21.0,22.0,31.0,6.0,1.0,0.73,0.72,0.21,0.0,1.0,0.0,46.0,38.0,38.0,20.0,0.31,0.0,0.0,1.97,1.97,1.97,207.01,25.25,18.74,44.57,6.96,121.61,62.86,22.9,25.25,22.9,199.0,81.0,92.0,372.0,21.0,29.0,4.0,39.0,0.0,98.0,93.0,178.0,259.0,5.0,13.0,132.0,20.0,16.0,40.0,202.0,45.0,33.0,4.83,5.38,15.04,3.0,7.0,11.0,372.0,280.0,280.0,2.0,4.96,7.19,7.0,23.21,23.21,22.06
CHI,2024,CHI,CHI,Team Level,5on4,49,0.86,0.85,0.83,10527.0,145.71,17.01,12.99,31.96,4.83,86.77,45.44,16.19,17.01,16.19,134.0,65.0,51.0,250.0,23.0,15.0,2.0,25.0,0.0,71.0,65.0,111.0,176.0,3.0,6.0,88.0,7.0,13.0,42.0,143.0,32.0,24.0,4.39,3.81,8.82,6.0,5.0,12.0,250.0,199.0,199.0,4.0,3.38,2.94,2.94,17.44,17.44,16.83,31.16,2.65,1.47,4.5,0.96,9.77,21.64,2.64,2.65,2.64,29.0,12.0,4.0,45.0,5.0,0.0,0.0,2.0,0.0,6.0,28.0,24.0,36.0,8.0,16.0,106.0,22.0,8.0,22.0,29.0,10.0,2.0,0.85,1.22,0.58,1.0,3.0,1.0,45.0,41.0,41.0,17.0,0.33,0.0,0.0,2.99,2.99,2.97
BOS,2024,BOS,BOS,Team Level,other,51,0.54,0.5,0.5,6584.0,96.32,23.02,6.34,17.48,3.36,50.69,35.11,21.8,23.02,21.8,83.0,53.0,53.0,189.0,25.0,6.0,2.0,10.0,2.0,47.0,46.0,58.0,111.0,3.0,6.0,81.0,21.0,20.0,18.0,72.0,29.0,35.0,2.8,3.47,16.74,5.0,4.0,16.0,189.0,136.0,136.0,7.0,1.82,2.1,2.1,22.73,22.73,22.12,97.88,19.22,6.84,18.57,3.7,53.53,35.15,18.57,19.22,18.57,91.0,46.0,52.0,189.0,23.0,9.0,2.0,15.0,1.0,42.0,47.0,68.0,114.0,2.0,6.0,88.0,11.0,8.0,17.0,81.0,28.0,28.0,3.36,3.25,12.62,5.0,3.0,15.0,189.0,137.0,137.0,9.0,1.95,2.54,2.54,18.63,18.63,18.27
BOS,2024,BOS,BOS,Team Level,all,51,0.5,0.49,0.48,185991.0,1519.45,154.91,102.11,367.83,51.17,803.51,586.46,147.43,155.05,147.56,1393.0,673.0,844.0,2910.0,139.0,157.0,17.0,274.0,5.0,634.0,857.0,1254.0,1927.0,208.0,482.0,1520.0,1376.0,297.0,847.0,1502.0,374.0,190.0,41.58,46.55,66.78,48.0,51.0,40.0,2900.11,2066.0,2065.61,411.0,23.01,34.29,34.29,143.64,143.84,140.05,1596.68,153.08,104.82,394.39,54.83,862.95,634.93,147.16,153.92,147.94,1456.0,749.0,864.0,3069.0,158.0,159.0,20.0,337.0,5.0,673.0,873.0,1298.0,2047.0,205.0,472.0,1425.0,1124.0,292.0,830.0,1649.0,387.0,169.0,45.92,48.84,58.31,62.0,47.0,49.0,3089.84,2205.0,2219.45,381.0,23.35,32.0,32.09,144.33,144.84,142.12
BOS,2024,BOS,BOS,Team Level,5on5,51,0.5,0.48,0.48,149506.0,1149.13,98.58,72.29,289.53,38.18,610.53,455.9,94.86,98.72,94.98,1050.0,515.0,684.0,2249.0,93.0,114.0,13.0,217.0,3.0,459.0,679.0,957.0,1472.0,186.0,438.0,1154.0,1301.0,249.0,746.0,1174.0,279.0,112.0,31.07,35.2,32.31,39.0,41.0,13.0,2239.11,1565.0,1564.61,376.0,15.02,25.58,25.86,87.74,87.94,86.65,1236.3,97.01,76.4,322.04,42.22,675.92,500.41,93.69,97.86,94.47,1112.0,602.0,702.0,2416.0,91.0,115.0,10.0,266.0,3.0,542.0,697.0,1021.0,1623.0,187.0,434.0,1070.0,1065.0,244.0,739.0,1341.0,287.0,86.0,36.2,36.42,24.38,47.0,29.0,15.0,2436.84,1714.0,1728.45,346.0,15.81,22.45,22.47,90.35,90.86,89.5
BOS,2024,BOS,BOS,Team Level,4on5,51,0.09,0.12,0.15,14425.0,36.36,3.14,1.89,5.58,1.24,12.57,25.58,3.06,3.14,3.06,38.0,12.0,2.0,52.0,2.0,2.0,0.0,2.0,0.0,13.0,31.0,36.0,48.0,5.0,10.0,124.0,32.0,11.0,30.0,39.0,7.0,4.0,1.2,0.89,1.05,2.0,0.0,0.0,52.0,50.0,50.0,21.0,0.43,0.53,0.53,3.03,3.03,3.03,205.03,30.37,18.66,45.01,7.06,116.13,61.76,28.85,30.37,28.85,197.0,82.0,101.0,380.0,38.0,30.0,8.0,54.0,0.0,78.0,79.0,159.0,241.0,13.0,26.0,147.0,14.0,17.0,45.0,175.0,61.0,43.0,4.9,7.72,17.74,7.0,14.0,17.0,380.0,279.0,279.0,4.0,4.91,5.55,5.55,29.74,29.74,28.8
BOS,2024,BOS,BOS,Team Level,5on4,51,0.82,0.83,0.81,15476.0,237.65,30.18,21.6,55.25,8.38,129.72,69.88,27.71,30.18,27.71,222.0,93.0,105.0,420.0,19.0,35.0,2.0,45.0,0.0,115.0,101.0,203.0,296.0,14.0,28.0,161.0,22.0,17.0,53.0,217.0,59.0,39.0,6.51,6.99,16.68,2.0,6.0,11.0,420.0,315.0,315.0,7.0,5.75,6.07,5.79,30.14,30.14,28.27,57.47,6.48,2.92,8.76,1.85,17.38,37.61,6.05,6.48,6.05,56.0,19.0,9.0,84.0,6.0,5.0,0.0,2.0,1.0,11.0,50.0,50.0,69.0,3.0,6.0,120.0,34.0,23.0,29.0,52.0,11.0,12.0,1.46,1.45,3.58,3.0,1.0,2.0,84.0,75.0,75.0,22.0,0.67,1.46,1.53,5.62,5.62,5.55
MIN,2024,MIN,MIN,Team Level,other,50,0.46,0.4,0.42,6115.0,70.77,18.51,4.59,11.61,2.5,37.76,24.02,17.54,18.51,17.54,68.0,31.0,30.0,129.0,24.0,4.0,0.0,5.0,0.0,33.0,33.0,44.0,75.0,2.0,4.0,70.0,10.0,7.0,19.0,53.0,14.0,32.0,2.04,1.61,14.85,3.0,2.0,19.0,129.0,99.0,99.0,7.0,1.32,1.14,1.14,18.7,18.7,18.09,101.35,21.35,7.34,18.46,3.46,55.15,32.23,18.32,21.35,18.32,95.0,43.0,54.0,192.0,16.0,14.0,2.0,13.0,0.0,42.0,53.0,79.0,122.0,4.0,10.0,63.0,15.0,6.0,17.0,66.0,38.0,34.0,2.75,5.04,13.56,4.0,2.0,10.0,192.0,138.0,138.0,9.0,2.09,4.26,4.26,19.18,19.18,17.28
MIN,2024,MIN,MIN,Team Level,all,50,0.49,0.48,0.48,181866.0,1478.5,139.96,98.58,356.12,49.74,811.55,590.05,133.65,141.31,134.92,1394.0,652.0,756.0,2802.0,146.0,155.0,14.0,244.0,2.0,651.0,848.0,1248.0,1900.0,159.0,378.0,1312.0,958.0,254.0,753.0,1545.0,354.0,147.0,42.65,43.78,53.53,59.0,43.0,44.0,2825.94,2046.0,2065.51,362.0,21.82,31.05,31.05,130.74,131.78,128.78,1587.32,144.43,103.76,383.71,53.11,882.99,630.07,137.06,144.75,137.36,1477.0,722.0,851.0,3050.0,143.0,135.0,20.0,302.0,3.0,667.0,949.0,1334.0,2056.0,162.0,385.0,1429.0,977.0,222.0,737.0,1675.0,368.0,156.0,46.51,44.94,52.98,43.0,48.0,52.0,3041.33,2199.0,2195.82,330.0,22.93,30.04,30.04,137.26,137.49,133.57
MIN,2024,MIN,MIN,Team Level,5on5,50,0.5,0.48,0.48,151705.0,1173.59,93.06,73.64,294.8,39.43,641.07,483.99,89.48,94.41,90.75,1100.0,526.0,636.0,2262.0,97.0,117.0,12.0,207.0,1.0,508.0,696.0,1003.0,1529.0,150.0,358.0,1054.0,909.0,220.0,683.0,1259.0,290.0,77.0,34.79,35.66,22.61,52.0,34.0,11.0,2285.94,1626.0,1645.51,339.0,15.23,23.63,24.08,84.23,85.26,84.12,1256.51,93.48,78.66,317.85,41.87,701.45,513.74,90.22,93.81,90.52,1162.0,586.0,715.0,2463.0,88.0,99.0,14.0,256.0,2.0,530.0,773.0,1074.0,1660.0,146.0,351.0,1123.0,917.0,192.0,671.0,1395.0,269.0,84.0,37.58,32.69,23.22,33.0,35.0,20.0,2454.33,1748.0,1744.82,302.0,16.16,20.45,20.51,89.08,89.3,88.08
MIN,2024,MIN,MIN,Team Level,4on5,50,0.07,0.09,0.1,11339.0,22.96,2.09,1.15,4.02,0.76,7.31,15.68,2.01,2.09,2.01,25.0,6.0,4.0,35.0,2.0,1.0,0.0,2.0,0.0,3.0,23.0,23.0,29.0,4.0,10.0,83.0,24.0,11.0,13.0,25.0,3.0,3.0,0.64,0.51,0.94,0.0,0.0,2.0,35.0,31.0,31.0,10.0,0.27,0.18,0.18,2.19,2.19,2.15,196.04,26.88,16.19,42.65,6.74,115.88,59.67,25.91,26.88,25.91,184.0,84.0,78.0,346.0,36.0,22.0,4.0,30.0,1.0,88.0,91.0,148.0,232.0,7.0,14.0,127.0,9.0,10.0,29.0,179.0,55.0,34.0,5.2,6.46,15.22,6.0,8.0,22.0,346.0,268.0,268.0,3.0,4.31,5.33,5.27,25.93,25.93,25.26
MIN,2024,MIN,MIN,Team Level,5on4,50,0.91,0.88,0.87,12707.0,211.19,26.29,19.2,45.68,7.06,125.41,66.36,24.62,26.29,24.62,201.0,89.0,86.0,376.0,23.0,33.0,2.0,30.0,1.0,107.0,96.0,178.0,267.0,3.0,6.0,105.0,15.0,16.0,38.0,208.0,47.0,35.0,5.18,5.99,15.12,4.0,7.0,12.0,376.0,290.0,290.0,6.0,5.0,6.1,5.66,25.63,25.63,24.43,33.43,2.71,1.56,4.75,1.04,10.5,24.43,2.6,2.71,2.6,36.0,9.0,4.0,49.0,3.0,0.0,0.0,3.0,0.0,7.0,32.0,33.0,42.0,5.0,10.0,116.0,36.0,14.0,20.0,35.0,6.0,4.0,0.98,0.75,0.98,0.0,3.0,0.0,49.0,45.0,45.0,16.0,0.37,0.0,0.0,3.08,3.08,2.95
DET,2024,DET,DET,Team Level,other,50,0.54,0.44,0.46,6094.0,78.45,26.48,5.26,12.39,2.5,36.59,21.78,23.63,26.48,23.63,72.0,33.0,30.0,135.0,22.0,8.0,1.0,14.0,1.0,35.0,25.0,50.0,83.0,1.0,2.0,78.0,17.0,10.0,20.0,41.0,25.0,39.0,1.62,3.34,21.52,2.0,3.0,17.0,135.0,105.0,105.0,6.0,1.59,2.52,2.52,25.56,25.56,23.1,89.2,22.91,6.39,16.05,3.07,48.57,24.01,21.17,22.91,21.17,84.0,37.0,49.0,170.0,18.0,10.0,0.0,18.0,0.0,46.0,29.0,66.0,103.0,4.0,8.0,76.0,18.0,13.0,17.0,53.0,35.0,33.0,1.98,4.09,16.84,4.0,2.0,12.0,170.0,121.0,121.0,8.0,1.91,3.42,3.52,21.3,21.3,20.13
DET,2024,DET,DET,Team Level,all,50,0.49,0.48,0.48,181459.0,1454.01,153.34,97.96,346.7,48.15,784.39,557.46,145.47,152.56,144.69,1323.0,665.0,826.0,2814.0,142.0,126.0,14.0,267.0,5.0,637.0,811.0,1181.0,1846.0,141.0,298.0,1431.0,867.0,229.0,766.0,1432.0,390.0,166.0,41.89,48.2,63.25,42.0,48.0,52.0,2784.25,1988.0,1974.09,392.0,21.88,28.48,28.48,146.75,146.01,140.92,1588.91,160.81,106.13,386.93,53.77,863.45,614.89,152.18,162.63,153.88,1450.0,736.0,833.0,3019.0,156.0,152.0,18.0,311.0,5.0,735.0,827.0,1294.0,2030.0,168.0,350.0,1410.0,1080.0,236.0,738.0,1600.0,395.0,191.0,44.68,48.01,68.12,60.0,41.0,55.0,3053.41,2186.0,2205.14,364.0,23.52,33.54,33.56,150.77,152.42,147.76
DET,2024,DET,DET,Team Level,5on5,50,0.46,0.48,0.47,150180.0,1122.43,91.2,70.23,282.97,37.54,610.64,452.41,88.44,90.41,87.65,1016.0,529.0,685.0,2230.0,82.0,92.0,8.0,221.0,4.0,483.0,663.0,934.0,1463.0,131.0,278.0,1121.0,809.0,199.0,687.0,1192.0,276.0,77.0,34.31,34.33,22.56,33.0,36.0,13.0,2200.25,1545.0,1531.09,367.0,14.58,19.49,19.49,86.28,85.54,84.54,1284.45,106.44,81.94,327.63,43.7,695.93,516.36,101.56,108.26,103.27,1168.0,604.0,675.0,2447.0,97.0,117.0,12.0,267.0,3.0,593.0,695.0,1071.0,1675.0,153.0,320.0,1122.0,1028.0,204.0,663.0,1351.0,303.0,118.0,36.82,36.98,32.64,49.0,34.0,14.0,2481.41,1772.0,1791.14,331.0,16.98,24.37,24.29,99.13,100.78,98.7
DET,2024,DET,DET,Team Level,4on5,50,0.06,0.1,0.11,11525.0,25.47,1.94,1.1,4.3,0.76,7.74,17.16,1.83,1.94,1.83,27.0,6.0,5.0,38.0,2.0,1.0,0.0,2.0,0.0,3.0,25.0,25.0,31.0,2.0,4.0,100.0,37.0,10.0,22.0,27.0,3.0,3.0,0.78,0.31,0.84,1.0,1.0,0.0,38.0,33.0,33.0,18.0,0.25,0.29,0.29,1.9,1.9,1.88,190.4,29.19,16.36,39.76,6.21,110.49,56.99,27.21,29.19,27.21,171.0,88.0,101.0,360.0,37.0,25.0,6.0,23.0,2.0,92.0,80.0,134.0,222.0,7.0,14.0,103.0,3.0,5.0,31.0,172.0,49.0,38.0,5.09,5.89,18.21,4.0,5.0,28.0,360.0,259.0,259.0,2.0,4.3,5.76,5.76,27.74,27.74,26.36
DET,2024,DET,DET,Team Level,5on4,50,0.94,0.91,0.9,13660.0,227.66,33.73,21.37,47.04,7.35,129.42,66.1,31.57,33.73,31.57,208.0,97.0,106.0,411.0,36.0,25.0,5.0,30.0,0.0,116.0,98.0,172.0,269.0,7.0,14.0,132.0,4.0,10.0,37.0,172.0,86.0,47.0,5.18,10.23,18.32,6.0,8.0,22.0,411.0,305.0,305.0,1.0,5.46,6.18,6.18,33.01,33.01,31.39,24.87,2.27,1.45,3.5,0.79,8.46,17.53,2.23,2.27,2.23,27.0,7.0,8.0,42.0,4.0,0.0,0.0,3.0,0.0,4.0,23.0,23.0,30.0,4.0,8.0,109.0,31.0,14.0,27.0,24.0,8.0,2.0,0.79,1.05,0.43,3.0,0.0,1.0,42.0,34.0,34.0,23.0,0.34,0.0,0.0,2.6,2.6,2.56
NYR,2024,NYR,NYR,Team Level,other,49,0.47,0.53,0.51,6657.0,95.81,22.02,6.8,17.31,3.16,52.89,28.83,20.57,22.02,20.57,80.0,51.0,51.0,182.0,14.0,7.0,0.0,12.0,1.0,54.0,43.0,66.0,117.0,4.0,11.0,75.0,16.0,11.0,22.0,68.0,29.0,34.0,2.3,3.6,16.11,2.0,2.0,10.0,182.0,131.0,131.0,10.0,1.99,2.37,2.37,21.65,21.65,20.48,93.99,25.25,6.48,17.32,3.04,46.92,27.99,23.93,25.25,23.93,78.0,49.0,36.0,163.0,23.0,6.0,1.0,8.0,0.0,45.0,45.0,55.0,104.0,7.0,17.0,65.0,18.0,12.0,24.0,59.0,33.0,35.0,2.12,4.32,18.82,3.0,3.0,17.0,163.0,127.0,127.0,7.0,1.89,2.21,2.21,24.93,24.93,24.0
